GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Type_Occupation,Family_Members,Label,Age,Employment_Status,Employed_years,income_bin
M,Y,Y,0,301500.0,Working,Secondary / secondary special,Married,Rented apartment,Laborers,2,approved,24.682191780821917,Y,2.367123287671233,30-66w
F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,2,approved,38.52054794520548,Y,20.175342465753424,10.8-14.4w
M,Y,N,0,90000.0,Working,Secondary / secondary special,not married,House / apartment,Laborers,1,approved,22.75068493150685,Y,3.0164383561643837,7.2-10.8w
F,N,N,0,67500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,Unknown,1,approved,58.94794520547945,N,,3.6-7.2w
M,Y,Y,0,292500.0,Working,Higher education,Married,House / apartment,Managers,2,approved,28.21095890410959,Y,6.112328767123287,22.2-30w
F,Y,Y,2,315000.0,Commercial associate,Higher education,Married,With parents,Managers,4,approved,34.57808219178082,Y,3.6356164383561644,30-66w
F,N,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,47.85753424657534,Y,0.9726027397260274,10.8-14.4w
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,not married,House / apartment,Unknown,1,approved,56.0027397260274,N,,14.4-22.2w
F,Y,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,31.246575342465754,Y,5.298630136986302,3.6-7.2w
M,Y,Y,0,189000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,Unknown,1,approved,54.824657534246576,N,,14.4-22.2w
F,N,N,0,202500.0,Working,Higher education,Married,House / apartment,Core staff,2,approved,41.942465753424656,Y,14.189041095890412,14.4-22.2w
M,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,3,approved,29.24931506849315,Y,6.372602739726028,14.4-22.2w
F,Y,N,1,225000.0,Working,Higher education,Married,House / apartment,Core staff,3,approved,37.06301369863014,Y,2.684931506849315,22.2-30w
F,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,approved,35.16164383561644,Y,3.3534246575342466,10.8-14.4w
F,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,approved,50.583561643835615,Y,19.30958904109589,14.4-22.2w
M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,41.23561643835617,Y,4.597260273972603,14.4-22.2w
F,N,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,Managers,3,approved,26.34246575342466,Y,6.208219178082191,22.2-30w
F,N,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,High skill tech staff,4,approved,37.71506849315068,Y,0.2,14.4-22.2w
M,N,N,0,180000.0,Working,Higher education,Married,House / apartment,Laborers,2,approved,39.298630136986304,Y,9.432876712328767,14.4-22.2w
F,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,Core staff,3,approved,40.515068493150686,Y,7.2904109589041095,10.8-14.4w
F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,approved,54.07671232876712,Y,0.7835616438356164,7.2-10.8w
F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,3,approved,48.032876712328765,Y,22.03835616438356,7.2-10.8w
F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,Unknown,2,approved,60.794520547945204,Y,1.4328767123287671,14.4-22.2w
F,N,Y,0,94500.0,Pensioner,Secondary / secondary special,not married,House / apartment,Unknown,1,approved,66.58082191780822,N,,7.2-10.8w
M,Y,Y,0,450000.0,Pensioner,Higher education,Married,House / apartment,Unknown,2,approved,64.24931506849315,N,,30-66w
M,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,2,approved,38.38630136986301,Y,2.6794520547945204,30-66w
F,N,Y,2,54000.0,Working,Secondary / secondary special,Married,House / apartment,Sales staff,4,approved,27.136986301369863,Y,2.1780821917808217,3.6-7.2w
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,61.961643835616435,N,,10.8-14.4w
F,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,Sales staff,4,approved,29.34246575342466,Y,6.441095890410959,14.4-22.2w
F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,37.84109589041096,Y,3.052054794520548,14.4-22.2w
F,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,approved,55.18356164383562,Y,10.301369863013699,22.2-30w
M,Y,Y,1,360000.0,Working,Higher education,Married,House / apartment,Drivers,3,approved,42.61917808219178,Y,3.6356164383561644,30-66w
M,N,N,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,34.30958904109589,Y,14.095890410958905,30-66w
M,Y,Y,0,225000.0,Working,Higher education,not married,With parents,Unknown,1,approved,25.873972602739727,Y,1.8164383561643835,22.2-30w
F,N,Y,1,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,3,approved,49.6986301369863,Y,11.284931506849315,10.8-14.4w
F,N,N,0,135000.0,Pensioner,Secondary / secondary special,not married,Municipal apartment,Unknown,1,approved,64.77534246575343,N,,10.8-14.4w
F,N,Y,0,157500.0,State servant,Secondary / secondary special,not married,House / apartment,Drivers,1,approved,62.704109589041096,Y,5.6219178082191785,14.4-22.2w
F,Y,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,Managers,2,approved,58.12602739726027,Y,9.975342465753425,14.4-22.2w
M,Y,Y,2,337500.0,Working,Incomplete higher,Married,House / apartment,Laborers,4,approved,34.02191780821918,Y,4.597260273972603,30-66w
M,Y,Y,0,225000.0,Working,Higher education,Married,Rented apartment,Sales staff,2,approved,29.046575342465754,Y,1.3178082191780822,22.2-30w
F,N,Y,1,108000.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,3,approved,43.76164383561644,Y,12.610958904109589,10.8-14.4w
F,N,N,0,180000.0,Working,Incomplete higher,Married,House / apartment,Laborers,2,approved,53.583561643835615,Y,5.2164383561643834,14.4-22.2w
F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,47.632876712328766,Y,2.4328767123287673,14.4-22.2w
F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,Core staff,3,approved,36.895890410958906,Y,1.0767123287671232,10.8-14.4w
F,Y,N,0,180000.0,Working,Higher education,Married,With parents,Accountants,2,approved,31.17808219178082,Y,2.758904109589041,14.4-22.2w
F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,51.52054794520548,Y,29.28219178082192,10.8-14.4w
F,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,54.74520547945205,Y,4.723287671232876,22.2-30w
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,42.76986301369863,Y,6.104109589041096,10.8-14.4w
M,Y,N,1,351000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Private service staff,3,approved,44.227397260273975,Y,23.23013698630137,30-66w
M,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,2,approved,29.46849315068493,Y,5.972602739726027,14.4-22.2w
F,N,Y,0,189000.0,Pensioner,Secondary / secondary special,not married,House / apartment,Unknown,1,approved,57.14520547945205,N,,14.4-22.2w
M,Y,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,Laborers,1,approved,47.605479452054794,Y,3.7315068493150685,22.2-30w
F,Y,Y,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,58.64657534246575,N,,14.4-22.2w
F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,Sales staff,2,approved,27.295890410958904,Y,5.13972602739726,3.6-7.2w
F,N,Y,0,247500.0,Working,Higher education,Married,House / apartment,Core staff,2,approved,38.41095890410959,Y,9.597260273972603,22.2-30w
M,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,Laborers,2,approved,56.20821917808219,Y,6.205479452054795,14.4-22.2w
F,N,Y,0,157500.0,State servant,Higher education,Separated,House / apartment,Unknown,1,approved,56.88493150684931,Y,31.202739726027396,14.4-22.2w
M,N,Y,0,157500.0,Working,Secondary / secondary special,not married,House / apartment,Cooking staff,1,approved,46.87945205479452,Y,11.35890410958904,14.4-22.2w
M,N,N,1,180000.0,Working,Secondary / secondary special,not married,House / apartment,Laborers,3,approved,29.194520547945206,Y,2.536986301369863,14.4-22.2w
F,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,2,approved,42.88493150684931,Y,15.068493150684931,30-66w
F,N,N,0,99000.0,Working,Higher education,Married,House / apartment,Unknown,2,approved,40.16712328767123,Y,15.126027397260273,7.2-10.8w
F,N,N,0,351000.0,Commercial associate,Higher education,Married,House / apartment,Unknown,2,approved,59.106849315068494,Y,2.9616438356164383,30-66w
F,N,N,0,175500.0,Working,Secondary / secondary special,not married,House / apartment,High skill tech staff,1,approved,51.07671232876712,Y,1.8027397260273972,14.4-22.2w
F,N,N,1,157500.0,Working,Secondary / secondary special,Married,With parents,Sales staff,3,approved,32.0,Y,10.123287671232877,14.4-22.2w
F,N,N,0,58500.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,57.45205479452055,N,,3.6-7.2w
M,Y,Y,0,292500.0,Working,Secondary / secondary special,Married,Rented apartment,Unknown,2,approved,46.605479452054794,Y,2.4684931506849317,22.2-30w
F,N,N,0,162000.0,Working,Higher education,Separated,House / apartment,Core staff,1,approved,59.964383561643835,Y,4.1808219178082195,14.4-22.2w
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Separated,House / apartment,Drivers,1,approved,37.99178082191781,Y,4.7972602739726025,22.2-30w
M,Y,Y,1,189000.0,Working,Higher education,Married,House / apartment,High skill tech staff,3,approved,36.484931506849314,Y,10.035616438356165,14.4-22.2w
M,Y,N,0,247500.0,Working,Secondary / secondary special,not married,House / apartment,Managers,1,approved,33.80821917808219,Y,9.134246575342466,22.2-30w
F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,54.51780821917808,Y,8.627397260273973,7.2-10.8w
F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,62.394520547945206,N,,14.4-22.2w
M,Y,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,Unknown,3,approved,31.5013698630137,Y,12.304109589041095,14.4-22.2w
F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Cleaning staff,3,approved,46.49589041095891,Y,3.767123287671233,14.4-22.2w
F,N,Y,0,121900.5,Pensioner,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,43.68767123287671,N,,10.8-14.4w
F,N,N,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,Laborers,2,approved,32.02191780821918,Y,3.1835616438356165,10.8-14.4w
F,Y,Y,1,180000.0,Commercial associate,Higher education,Married,House / apartment,Core staff,3,approved,32.605479452054794,Y,0.5013698630136987,14.4-22.2w
F,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,2,approved,38.153424657534245,Y,1.36986301369863,22.2-30w
M,Y,Y,2,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,4,approved,36.66575342465753,Y,1.3397260273972602,30-66w
F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,Managers,2,approved,48.75342465753425,Y,6.712328767123288,22.2-30w
F,N,Y,3,135000.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,5,approved,40.652054794520545,Y,4.2164383561643834,10.8-14.4w
F,N,Y,0,157500.0,Working,Higher education,Married,House / apartment,Sales staff,2,approved,29.21095890410959,Y,4.263013698630137,14.4-22.2w
F,Y,Y,0,238500.0,Working,Higher education,Married,House / apartment,Medicine staff,2,approved,41.652054794520545,Y,19.438356164383563,22.2-30w
M,Y,N,0,261000.0,Commercial associate,Incomplete higher,Married,With parents,Sales staff,2,approved,24.375342465753423,Y,1.8465753424657534,22.2-30w
F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,3,approved,42.35890410958904,Y,7.136986301369863,14.4-22.2w
M,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,High skill tech staff,3,approved,25.76164383561644,Y,5.476712328767123,10.8-14.4w
F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,not married,House / apartment,Security staff,1,approved,49.295890410958904,Y,1.5205479452054795,10.8-14.4w
M,Y,Y,0,180000.0,Working,Incomplete higher,Married,House / apartment,Laborers,2,approved,46.89041095890411,Y,12.6,14.4-22.2w
F,Y,N,1,171000.0,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,3,approved,38.4027397260274,Y,17.775342465753425,14.4-22.2w
M,N,Y,0,135000.0,Working,Secondary / secondary special,not married,With parents,Drivers,1,approved,31.07945205479452,Y,2.8876712328767122,10.8-14.4w
M,N,N,2,202500.0,Working,Secondary / secondary special,Married,With parents,Drivers,4,approved,30.01095890410959,Y,2.041095890410959,14.4-22.2w
F,N,N,0,33750.0,Pensioner,Higher education,Married,House / apartment,Unknown,2,approved,52.202739726027396,N,,<3.6w
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,not married,House / apartment,Unknown,1,approved,60.320547945205476,N,,10.8-14.4w
F,N,Y,0,135000.0,Pensioner,Higher education,not married,House / apartment,Unknown,1,approved,61.64657534246575,N,,10.8-14.4w
F,N,Y,3,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,5,approved,45.73698630136986,Y,1.1287671232876713,3.6-7.2w
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,39.71232876712329,Y,9.602739726027398,10.8-14.4w
F,N,Y,1,180000.0,Working,Higher education,Separated,House / apartment,HR staff,2,approved,41.40547945205479,Y,4.342465753424658,14.4-22.2w
M,Y,N,0,180000.0,Working,Secondary / secondary special,not married,House / apartment,High skill tech staff,1,approved,27.865753424657534,Y,4.964383561643835,14.4-22.2w
M,Y,N,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,40.73698630136986,Y,18.915068493150685,10.8-14.4w
M,N,N,0,112500.0,Working,Secondary / secondary special,Married,Rented apartment,Unknown,2,approved,40.487671232876714,Y,6.931506849315069,10.8-14.4w
M,Y,N,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Unknown,3,approved,37.07945205479452,Y,3.8904109589041096,22.2-30w
M,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,2,approved,42.038356164383565,Y,0.8602739726027397,30-66w
M,Y,Y,0,116100.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,27.76986301369863,Y,6.6876712328767125,10.8-14.4w
M,Y,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,Unknown,2,approved,66.20821917808219,N,,22.2-30w
M,Y,Y,0,450000.0,Pensioner,Higher education,Married,House / apartment,Unknown,2,approved,47.38630136986301,N,,30-66w
M,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,Laborers,2,approved,57.942465753424656,Y,32.558904109589044,22.2-30w
F,N,Y,1,405000.0,State servant,Higher education,Married,House / apartment,Core staff,3,approved,34.88219178082192,Y,12.383561643835616,30-66w
F,Y,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,Core staff,2,approved,31.956164383561642,Y,1.2602739726027397,10.8-14.4w
F,N,N,0,157500.0,Working,Higher education,not married,Office apartment,Laborers,1,approved,51.98082191780822,Y,9.01095890410959,14.4-22.2w
F,N,Y,0,202500.0,Working,Higher education,Married,House / apartment,Unknown,2,approved,29.23013698630137,Y,4.095890410958904,14.4-22.2w
M,Y,Y,0,297000.0,Working,Secondary / secondary special,Married,House / apartment,Unknown,2,approved,56.18904109589041,Y,3.180821917808219,22.2-30w
F,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,Accountants,2,approved,37.23835616438356,Y,9.6,30-66w
M,N,Y,0,202500.0,Working,Secondary / secondary special,not married,House / apartment,Laborers,1,approved,26.693150684931506,Y,8.473972602739726,14.4-22.2w
M,N,N,0,180000.0,Working,Higher education,Married,With parents,High skill tech staff,2,approved,36.942465753424656,Y,6.6219178082191785,14.4-22.2w
